,date,total_cases,new_cases,total_deaths,new_deaths,icu_patients,hosp_patients,total_tests,new_tests,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,new_vaccinations
54428,2021-03-18,275625.0,107.0,3015.0,1.0,,,2227547.0,3254.0,0.028,35.4,tests performed,,,
54429,2021-03-19,275750.0,125.0,3016.0,1.0,,,2230708.0,3161.0,0.031,32.1,tests performed,1600000.0,1600000.0,
54430,2021-03-20,275829.0,79.0,3016.0,0.0,,,2233345.0,2637.0,0.032,31.6,tests performed,,,
54431,2021-03-21,275906.0,77.0,3016.0,0.0,,,2236526.0,3181.0,0.032,31.3,tests performed,,,
54432,2021-03-22,276056.0,150.0,3019.0,3.0,,,2240998.0,4472.0,0.033,29.9,tests performed,,,
54433,2021-03-23,276244.0,188.0,3019.0,0.0,,,2245030.0,4032.0,0.035,28.7,tests performed,,,
54434,2021-03-24,276389.0,145.0,3020.0,1.0,,,2248993.0,3963.0,0.035,28.4,tests performed,,,
54435,2021-03-25,276509.0,120.0,3020.0,0.0,,,2251884.0,2891.0,0.036,27.5,tests performed,,,
54436,2021-03-26,276665.0,156.0,3024.0,4.0,,,2256300.0,4416.0,0.036,28.0,tests performed,,,
54437,2021-03-27,276750.0,85.0,3027.0,3.0,,,2259045.0,2745.0,0.036,27.9,tests performed,,,
54438,2021-03-28,276839.0,89.0,3027.0,0.0,,,2261146.0,2101.0,0.038,26.4,tests performed,,,
54439,2021-03-29,276980.0,141.0,3027.0,0.0,,,2264268.0,3122.0,0.04,25.2,tests performed,,,
54440,2021-03-30,277147.0,167.0,3030.0,3.0,,,2267408.0,3140.0,0.04,24.8,tests performed,,,
54441,2021-03-31,277309.0,162.0,3030.0,0.0,,,2271327.0,3919.0,0.041,24.3,tests performed,,,
54442,2021-04-01,277461.0,152.0,3031.0,1.0,,,2275540.0,4213.0,0.04,24.8,tests performed,,,
54443,2021-04-02,277640.0,179.0,3031.0,0.0,,,2279105.0,3565.0,0.043,23.4,tests performed,,,
54444,2021-04-03,277768.0,128.0,3032.0,1.0,,,2281832.0,2727.0,0.045,22.4,tests performed,,,
54445,2021-04-04,277944.0,176.0,3032.0,0.0,,,2285288.0,3456.0,0.046,21.8,tests performed,,,
54446,2021-04-05,278210.0,266.0,3036.0,4.0,,,2289824.0,4536.0,0.048,20.8,tests performed,1700000.0,1700000.0,
54447,2021-04-06,278470.0,260.0,3036.0,0.0,,,2294067.0,4243.0,0.05,20.1,tests performed,,,
54448,2021-04-07,278768.0,298.0,3038.0,2.0,,,2298167.0,4100.0,0.054,18.4,tests performed,1806236.0,1806236.0,
54449,2021-04-08,279100.0,332.0,3038.0,0.0,,,2302173.0,4006.0,0.062,16.3,tests performed,1811658.0,1811658.0,5422.0
54450,2021-04-09,279388.0,288.0,3038.0,0.0,,,2306244.0,4071.0,0.064,15.5,tests performed,1835263.0,1835263.0,23605.0
54451,2021-04-10,279725.0,337.0,3039.0,1.0,,,2309776.0,3532.0,0.07,14.3,tests performed,1841124.0,1841124.0,5861.0
54452,2021-04-11,280028.0,303.0,3040.0,1.0,,,2312901.0,3125.0,0.075,13.3,tests performed,1850570.0,1850570.0,9446.0
54453,2021-04-12,280524.0,496.0,3053.0,13.0,,,2317284.0,4383.0,0.084,11.9,tests performed,,,
54454,2021-04-13,280984.0,460.0,3058.0,5.0,,,2321670.0,4386.0,0.091,11.0,tests performed,1873377.0,1873377.0,
54455,2021-04-14,281564.0,580.0,3061.0,3.0,,,2325959.0,4289.0,0.101,9.9,tests performed,,,
54456,2021-04-15,282054.0,490.0,3066.0,5.0,,,2329547.0,3588.0,0.108,9.3,tests performed,1885755.0,1885755.0,
54457,2021-04-16,282890.0,836.0,3070.0,4.0,,,2335084.0,5537.0,0.121,8.2,tests performed,1900583.0,1900583.0,14828.0
54458,2021-04-17,283658.0,768.0,3075.0,5.0,,,2340417.0,5333.0,0.128,7.8,tests performed,1910209.0,1910209.0,9626.0
54459,2021-04-18,284673.0,1015.0,3083.0,8.0,,,2345501.0,5084.0,0.142,7.0,tests performed,1924703.0,1924703.0,14494.0
54460,2021-04-19,285900.0,1227.0,3091.0,8.0,,,2352502.0,7001.0,0.153,6.6,tests performed,1938679.0,1938679.0,13976.0
54461,2021-04-20,287567.0,1667.0,3102.0,11.0,,,2360557.0,8055.0,0.169,5.9,tests performed,1961992.0,1961992.0,23313.0
54462,2021-04-21,289787.0,2220.0,3112.0,10.0,,,2369401.0,8844.0,0.189,5.3,tests performed,1966506.0,1966506.0,4514.0
54463,2021-04-22,292152.0,2365.0,3117.0,5.0,,,2379402.0,10001.0,0.203,4.9,tests performed,1978239.0,1978239.0,11733.0
54464,2021-04-23,294601.0,2449.0,3122.0,5.0,,,2388200.0,8798.0,0.22,4.5,tests performed,1989248.0,1989248.0,11009.0
54465,2021-04-24,297087.0,2486.0,3136.0,14.0,,,2395725.0,7525.0,0.243,4.1,tests performed,,,
54466,2021-04-25,300119.0,3032.0,3164.0,28.0,,,2405017.0,9292.0,0.26,3.9,tests performed,2006436.0,2006436.0,
54467,2021-04-26,303561.0,3442.0,3176.0,12.0,,,2417417.0,12400.0,0.272,3.7,tests performed,2019177.0,2019177.0,12741.0
54468,2021-04-27,307925.0,4364.0,3194.0,18.0,,,2432089.0,14672.0,0.285,3.5,tests performed,2051440.0,2051440.0,32263.0
54469,2021-04-28,312699.0,4774.0,3211.0,17.0,,,2445968.0,13879.0,0.299,3.3,tests performed,2091511.0,2091511.0,40071.0
54470,2021-04-29,317530.0,4831.0,3246.0,35.0,,,2458565.0,12597.0,0.321,3.1,tests performed,,,
54471,2021-04-30,323187.0,5657.0,3279.0,33.0,,,,,0.335,3.0,tests performed,,,
54472,2021-05-01,328893.0,5706.0,3298.0,19.0,,,2488359.0,,0.343,2.9,tests performed,,,
54473,2021-05-02,336030.0,7137.0,3325.0,27.0,,,2504476.0,16117.0,0.361,2.8,tests performed,,,
54474,2021-05-03,343418.0,7388.0,3362.0,37.0,,,,,,,,,,
54475,2021-05-04,351005.0,7587.0,3417.0,55.0,,,,,,,,,,
